381.91,2.2169e-12,1.2708e-16
384.02,1.7677e-11,1.2035e-15
386.13,1.3133e-10,1.0619e-14
388.24,9.0899e-10,8.7293e-14
390.35,5.8618e-09,6.6856e-13
392.45,3.4926e-08,4.7272e-12
394.56,1.9557e-07,3.1438e-11
396.67,1.0203e-06,1.9479e-10
398.77,4.9231e-06,1.1154e-09
400.88,2.2302e-05,6.0008e-09
402.98,9.3502e-05,2.9856e-08
405.08,0.00036548,1.3849e-07
407.19,0.00134,6.0298e-07
409.29,0.00455,2.4302e-06
411.39,0.01441,9.1319e-06
413.49,0.04254,3.1991e-05
415.59,0.11707,0.00010448
417.68,0.2991,0.00031652
419.78,0.71576,0.00089886
421.88,1.5969,0.00238
423.98,3.3216,0.00587
426.07,6.422,0.01347
428.17,11.614,0.0289
430.26,19.538,0.05765
432.35,30.662,0.10728
434.45,44.967,0.1867
436.54,61.401,0.30227
438.63,78.217,0.45657
440.72,92.955,0.64338
442.81,103.06,0.84581
444.9,106.6,1.0374
446.99,102.87,1.1869
449.07,92.669,1.2668
451.16,77.856,1.262
453.25,61.023,1.1729
455.33,44.696,1.0178
457.42,30.501,0.82353
459.5,19.463,0.62261
461.58,11.595,0.43942
463.67,6.4288,0.2889
465.75,3.3365,0.17764
467.83,1.6166,0.10197
469.91,0.73119,0.05464
471.99,0.30875,0.02734
474.06,0.12227,0.01282
476.14,0.04501,0.00559
478.22,0.01547,0.00228
