401.6,0.042463
402.6,0.019665
403.6,-0.0058206
404.6,-0.031625
405.59,-0.0563
406.59,-0.070954
407.59,-0.080325
408.59,-0.079602
409.58,-0.078757
410.58,-0.069534
411.58,-0.063832
412.58,-0.06204
413.58,-0.058865
414.57,-0.053729
415.57,-0.040148
416.57,-0.02191
417.57,-0.0021154
418.57,0.011649
419.56,0.024574
420.56,0.028083
421.56,0.031235
422.56,0.032747
423.56,0.042086
424.55,0.043908
425.55,0.049042
426.55,0.059358
427.55,0.073613
428.55,0.090712
429.54,0.12106
430.54,0.14904
431.54,0.18493
432.54,0.22761
433.54,0.28187
434.53,0.3349
435.53,0.40656
436.53,0.48048
437.53,0.55658
438.53,0.63503
439.52,0.71248
440.52,0.79853
441.52,0.87142
442.52,0.92124
443.51,0.97152
444.51,0.99379
445.51,1
446.51,0.99599
447.51,0.95881
448.5,0.91565
449.5,0.85608
450.5,0.78093
451.5,0.69258
452.5,0.59482
453.5,0.48979
454.49,0.38951
455.49,0.30731
456.49,0.23567
457.49,0.17446
458.49,0.12443
459.48,0.085138
460.48,0.044133
461.48,0.0026166
462.48,-0.051901
463.47,-0.1027
464.47,-0.15298
465.47,-0.19189
466.47,-0.22052
467.47,-0.23077
468.46,-0.22507
469.46,-0.20499
470.46,-0.18004
471.46,-0.16707
472.46,-0.16399
473.45,-0.18051
474.45,-0.20802
475.45,-0.23602
476.45,-0.25004
477.45,-0.22581
478.44,-0.17488
479.44,-0.1173
480.44,-0.087633
481.44,-0.092235
482.44,-0.12065
483.43,-0.14985
484.43,-0.15834
485.43,-0.13938
486.43,-0.11989
487.43,-0.11319
488.42,-0.12693
489.42,-0.1483
490.42,-0.15876
491.42,-0.14172
492.42,-0.11241
493.41,-0.082894
494.41,-0.065637
495.41,-0.066837
496.41,-0.078144
497.4,-0.059516
498.4,-0.036193
