400,0.025977
400.02,0.026076
400.03,0.026175
400.05,0.026275
400.06,0.026375
400.08,0.026475
400.1,0.026576
400.11,0.026676
400.13,0.026778
400.14,0.026879
400.16,0.026981
400.18,0.027083
400.19,0.027185
400.21,0.027288
400.22,0.027391
400.24,0.027494
400.26,0.027598
400.27,0.027702
400.29,0.027806
400.3,0.027911
400.32,0.028015
400.34,0.028121
400.35,0.028226
400.37,0.028332
400.38,0.028438
400.4,0.028545
400.42,0.028651
400.43,0.028758
400.45,0.028866
400.46,0.028974
400.48,0.029082
400.5,0.02919
400.51,0.029299
400.53,0.029408
400.54,0.029517
400.56,0.029627
400.58,0.029737
400.59,0.029847
400.61,0.029958
400.62,0.030069
400.64,0.03018
400.66,0.030292
400.67,0.030404
400.69,0.030516
400.71,0.030628
400.72,0.030741
400.74,0.030855
400.75,0.030968
400.77,0.031082
400.79,0.031196
400.8,0.031311
400.82,0.031426
400.83,0.031541
400.85,0.031657
400.87,0.031773
400.88,0.031889
400.9,0.032005
400.91,0.032122
400.93,0.03224
400.95,0.032357
400.96,0.032475
400.98,0.032593
400.99,0.032712
401.01,0.032831
401.03,0.03295
401.04,0.03307
401.06,0.03319
401.07,0.03331
401.09,0.033431
401.11,0.033552
401.12,0.033673
401.14,0.033795
401.16,0.033917
401.17,0.034039
401.19,0.034162
401.2,0.034285
401.22,0.034408
401.24,0.034532
401.25,0.034656
401.27,0.034781
401.28,0.034906
401.3,0.035031
401.32,0.035156
401.33,0.035282
401.35,0.035408
401.36,0.035535
401.38,0.035662
401.4,0.035789
401.41,0.035917
401.43,0.036044
401.45,0.036173
401.46,0.036301
401.48,0.03643
401.49,0.03656
401.51,0.03669
401.53,0.03682
401.54,0.03695
401.56,0.037081
401.57,0.037212
401.59,0.037344
401.61,0.037476
401.62,0.037608
401.64,0.03774
401.65,0.037873
401.67,0.038007
401.69,0.03814
401.7,0.038274
401.72,0.038409
401.74,0.038544
401.75,0.038679
401.77,0.038814
401.78,0.03895
401.8,0.039086
401.82,0.039223
401.83,0.03936
401.85,0.039497
401.86,0.039635
401.88,0.039773
401.9,0.039911
401.91,0.04005
401.93,0.040189
401.95,0.040329
401.96,0.040469
401.98,0.040609
401.99,0.04075
402.01,0.040891
402.03,0.041032
402.04,0.041174
402.06,0.041316
402.07,0.041459
402.09,0.041602
402.11,0.041745
402.12,0.041889
402.14,0.042033
402.16,0.042177
402.17,0.042322
402.19,0.042467
402.2,0.042612
402.22,0.042758
402.24,0.042905
402.25,0.043051
402.27,0.043198
402.28,0.043346
402.3,0.043494
402.32,0.043642
402.33,0.04379
402.35,0.043939
402.37,0.044089
402.38,0.044238
402.4,0.044388
402.41,0.044539
402.43,0.04469
402.45,0.044841
402.46,0.044993
402.48,0.045145
402.5,0.045297
402.51,0.04545
402.53,0.045603
402.54,0.045757
402.56,0.045911
402.58,0.046065
402.59,0.04622
402.61,0.046375
402.63,0.04653
402.64,0.046686
402.66,0.046843
402.67,0.046999
402.69,0.047156
402.71,0.047314
402.72,0.047472
402.74,0.04763
402.75,0.047789
402.77,0.047948
402.79,0.048107
402.8,0.048267
402.82,0.048427
402.84,0.048588
402.85,0.048749
402.87,0.04891
402.88,0.049072
402.9,0.049234
402.92,0.049397
402.93,0.04956
402.95,0.049723
402.97,0.049887
402.98,0.050051
403,0.050216
403.01,0.050381
403.03,0.050546
403.05,0.050712
403.06,0.050878
403.08,0.051045
403.1,0.051212
403.11,0.051379
403.13,0.051547
403.14,0.051715
403.16,0.051884
403.18,0.052053
403.19,0.052222
403.21,0.052392
403.23,0.052562
403.24,0.052733
403.26,0.052904
403.27,0.053075
403.29,0.053247
403.31,0.053419
403.32,0.053592
403.34,0.053765
403.36,0.053938
403.37,0.054112
403.39,0.054286
403.4,0.054461
403.42,0.054636
403.44,0.054812
403.45,0.054988
403.47,0.055164
403.49,0.055341
403.5,0.055518
403.52,0.055695
403.53,0.055873
403.55,0.056052
403.57,0.05623
403.58,0.05641
403.6,0.056589
403.62,0.056769
403.63,0.05695
403.65,0.05713
403.67,0.057312
403.68,0.057493
403.7,0.057675
403.71,0.057858
403.73,0.058041
403.75,0.058224
403.76,0.058408
403.78,0.058592
403.8,0.058776
403.81,0.058961
403.83,0.059147
403.84,0.059332
403.86,0.059519
403.88,0.059705
403.89,0.059892
403.91,0.06008
403.93,0.060268
403.94,0.060456
403.96,0.060645
403.98,0.060834
403.99,0.061023
404.01,0.061213
404.02,0.061404
404.04,0.061595
404.06,0.061786
404.07,0.061977
404.09,0.062169
404.11,0.062362
404.12,0.062555
404.14,0.062748
404.15,0.062942
404.17,0.063136
404.19,0.063331
404.2,0.063526
404.22,0.063721
404.24,0.063917
404.25,0.064113
404.27,0.06431
404.29,0.064507
404.3,0.064704
404.32,0.064902
404.33,0.065101
404.35,0.065299
404.37,0.065499
404.38,0.065698
404.4,0.065898
404.42,0.066099
404.43,0.0663
404.45,0.066501
404.47,0.066703
404.48,0.066905
404.5,0.067107
404.51,0.06731
404.53,0.067514
404.55,0.067718
404.56,0.067922
404.58,0.068127
404.6,0.068332
404.61,0.068537
404.63,0.068743
404.65,0.06895
404.66,0.069157
404.68,0.069364
404.69,0.069572
404.71,0.06978
404.73,0.069988
404.74,0.070197
404.76,0.070407
404.78,0.070616
404.79,0.070827
404.81,0.071037
404.83,0.071248
404.84,0.07146
404.86,0.071672
404.87,0.071884
404.89,0.072097
404.91,0.07231
404.92,0.072524
404.94,0.072738
404.96,0.072952
404.97,0.073167
404.99,0.073382
405.01,0.073598
405.02,0.073814
