381.01,2.3378e-05,1.8215e-10,9.0391e-13
382,4.1307e-05,4.3595e-10,2.4009e-12
382.98,7.1408e-05,1.0191e-09,6.2247e-12
384,0.00012319,2.4004e-09,1.6313e-11
384.99,0.00020412,5.3639e-09,4.0385e-11
386.01,0.00033723,1.2065e-08,1.0096e-10
386.99,0.00053653,2.5823e-08,2.3917e-10
387.98,0.0008365,5.4074e-08,5.5398e-10
389,0.0012986,1.1381e-07,1.2938e-09
389.98,0.0019457,2.2836e-07,2.8682e-09
391,0.0029015,4.6044e-07,6.4103e-09
391.98,0.0041859,8.8749e-07,1.3639e-08
393,0.0060009,1.7151e-06,2.9183e-08
393.98,0.0083393,3.1751e-06,5.957e-08
395,0.011507,5.8888e-06,1.2219e-07
395.98,0.015422,1.0484e-05,2.3959e-07
397,0.020519,1.8704e-05,4.723e-07
397.98,0.026548,3.2057e-05,8.9064e-07
399,0.034068,5.4987e-05,1.686e-06
399.98,0.042612,9.0881e-05,3.063e-06
401,0.052813,0.00015013,5.5783e-06
401.98,0.063923,0.00023953,9.7738e-06
403.03,0.077057,0.00038757,1.7473e-05
404.01,0.090275,0.00059688,2.9521e-05
405.02,0.10464,0.00091707,4.9897e-05
406,0.11885,0.0013656,8.1428e-05
407.02,0.13349,0.0020281,0.00013291
407.99,0.14712,0.0029227,0.00020972
409.01,0.16026,0.0041983,0.00033074
409.99,0.17156,0.0058634,0.0005053
411,0.18141,0.0081566,0.00077107
412.01,0.18901,0.011163,0.001157
412.99,0.19396,0.014894,0.0016864
414,0.19643,0.019774,0.0024527
414.98,0.1962,0.025608,0.0034666
416.02,0.19316,0.033253,0.0049411
417,0.18786,0.04184,0.0067793
418.01,0.18011,0.052343,0.0092746
418.99,0.17078,0.064051,0.012364
420,0.15956,0.077854,0.016417
421.01,0.14718,0.093297,0.021479
422.01,0.13407,0.11025,0.027699
422.98,0.1211,0.12784,0.034924
424.02,0.10722,0.14778,0.044141
425,0.094582,0.16707,0.054226
426,0.082218,0.18707,0.066091
427,0.070608,0.20694,0.079572
428,0.059947,0.22607,0.094573
428.99,0.05037,0.24386,0.1109
430,0.041788,0.26003,0.1286
430.01,0.041652,0.26029,0.1289
430.98,0.034433,0.27368,0.14687
432.01,0.02781,0.28521,0.16665
433.01,0.022375,0.29337,0.18606
434,0.017829,0.29834,0.20523
435,0.014028,0.30001,0.22397
435.97,0.011028,0.29845,0.24098
437.01,0.0084143,0.29336,0.25771
437.99,0.0064619,0.28556,0.27144
439.01,0.0048649,0.27466,0.28325
440,0.0036585,0.26173,0.29203
441,0.0027177,0.24673,0.29796
441.99,0.0020021,0.23026,0.30081
443,0.0014564,0.21255,0.30052
443.98,0.0010599,0.19476,0.29724
445.02,0.00074684,0.1755,0.2906
445.99,0.00053593,0.1579,0.28182
447,0.00037555,0.14004,0.27023
447.98,0.00026414,0.12355,0.25701
449.02,0.00018008,0.1071,0.24121
450,0.00012449,0.092752,0.22508
451.02,8.3979e-05,0.079086,0.20738
451.99,5.7211e-05,0.067328,0.19005
453.03,3.7753e-05,0.056234,0.17159
454,2.5399e-05,0.047117,0.15458
455,1.673e-05,0.03891,0.13755
456,1.0965e-05,0.031899,0.12142
457,7.127e-06,0.025925,0.10622
457.99,4.5986e-06,0.020897,0.092142
458.99,2.9498e-06,0.01672,0.079294
460.02,1.8507e-06,0.013169,0.067313
460.97,1.1917e-06,0.010468,0.057352
462,7.3776e-07,0.0081177,0.047899
462.99,4.6156e-07,0.0063047,0.039945
464.01,2.8232e-07,0.0048178,0.032843
465,1.7429e-07,0.0036861,0.026965
466.02,1.0517e-07,0.0027741,0.021821
467.01,6.4195e-08,0.0020936,0.017658
467.99,3.8922e-08,0.0015686,0.014182
468.98,2.348e-08,0.0011679,0.011314
470,1.3832e-08,0.0008546,0.0088898
470.98,8.2399e-09,0.00062744,0.0069899
472,4.7923e-09,0.00045262,0.0054114
472.99,2.8246e-09,0.00032813,0.0041983
474.01,1.6242e-09,0.00023359,0.0032053
474.99,9.4651e-10,0.00016717,0.0024535
476.01,5.383e-10,0.00011749,0.0018481
476.99,3.101e-10,8.3005e-05,0.0013958
478.01,1.744e-10,5.7595e-05,0.0010374
479,9.9456e-11,4.021e-05,0.00077379
479.98,5.6462e-11,2.7919e-05,0.00057381
481,3.1229e-11,1.9012e-05,0.0004182
481.98,1.755e-11,1.3047e-05,0.00030635
483,9.6123e-12,8.7824e-06,0.00022057
483.98,5.3488e-12,5.9591e-06,0.00015967
485,2.8986e-12,3.9634e-06,0.00011354
485.98,1.5966e-12,2.6587e-06,8.1214e-05
487,8.579e-13,1.7499e-06,5.7109e-05
487.98,4.6848e-13,1.1618e-06,4.0408e-05
489,2.4905e-13,7.5573e-07,2.807e-05
489.99,1.347e-13,4.9632e-07,1.9638e-05
491,7.1093e-14,3.1984e-07,1.3505e-05
491.99,3.8167e-14,2.0812e-07,9.3552e-06
493,1.9928e-14,1.3257e-07,6.357e-06
493.99,1.0609e-14,8.5418e-08,4.3583e-06
495,5.4989e-15,5.3914e-08,2.9327e-06
495.99,2.8999e-15,3.4377e-08,1.9889e-06
497,1.4906e-15,2.1487e-08,1.3247e-06
497.99,7.8094e-16,1.3587e-08,8.9037e-07
499,3.9796e-16,8.4085e-09,5.8689e-07
499.98,2.0718e-16,5.2742e-09,3.9107e-07
501,1.0469e-16,3.2326e-09,2.5517e-07
501.99,5.399e-17,2.0071e-09,1.6826e-07
503,2.7112e-17,1.2204e-09,1.0885e-07
503.99,1.3892e-17,7.5169e-10,7.1164e-08
504.97,7.0892e-18,4.6088e-10,4.6304e-08
505.98,3.5218e-18,2.7665e-10,2.9552e-08
507,1.7422e-18,1.6528e-10,1.8767e-08
508.02,8.5879e-19,9.8331e-11,1.1865e-08
509,4.3234e-19,5.932e-11,7.5893e-09
510.02,2.1169e-19,3.5008e-11,4.7574e-09
511,1.0597e-19,2.0969e-11,3.0197e-09
512.02,5.1551e-20,1.2278e-11,1.8773e-09
513.01,2.5629e-20,7.2959e-12,1.1817e-09
514.02,1.2381e-20,4.2375e-12,7.2837e-10
515.01,6.1141e-21,2.4985e-12,4.5474e-10
516.02,2.9399e-21,1.442e-12,2.7838e-10
517.01,1.4435e-21,8.4427e-13,1.7251e-10
518.03,6.8903e-22,4.8327e-13,1.047e-10
519.01,3.3667e-22,2.8118e-13,6.4443e-11
520.03,1.5992e-22,1.5992e-13,3.8843e-11
521.01,7.7662e-23,9.2384e-14,2.3729e-11
522.03,3.666e-23,5.2162e-14,1.4193e-11
523.01,1.7724e-23,2.9957e-14,8.6155e-12
524,8.5417e-24,1.7142e-14,5.21e-12
524.98,4.1064e-24,9.7791e-15,3.1405e-12
526,1.92e-24,5.4545e-15,1.8539e-12
526.99,9.1855e-25,3.093e-15,1.1103e-12
528,4.2704e-25,1.7136e-15,6.508e-13
528.99,2.0351e-25,9.6659e-16,3.8753e-13
529.97,9.6765e-26,5.437e-16,2.3007e-13
530.99,4.4706e-26,2.9875e-16,1.3366e-13
531.97,2.1147e-26,1.6701e-16,7.8835e-14
532.99,9.719e-27,9.1196e-17,4.5495e-14
533.97,4.5814e-27,5.0737e-17,2.6693e-14
534.99,2.0964e-27,2.7552e-17,1.5314e-14
535.98,9.8418e-28,1.5249e-17,8.9344e-15
536.99,4.4883e-28,8.2415e-18,5.099e-15
537.98,2.0988e-28,4.5382e-18,2.9587e-15
539,9.533e-29,2.4401e-18,1.6792e-15
539.98,4.4374e-29,1.3363e-18,9.6867e-16
541,2.0078e-29,7.1491e-19,5.468e-16
541.98,9.319e-30,3.8988e-19,3.1399e-16
543,4.201e-30,2.0758e-19,1.7632e-16
543.98,1.94e-30,1.1255e-19,1.0063e-16
545,8.7144e-31,5.9643e-20,5.6222e-17
545.99,4.0138e-31,3.2214e-20,3.1952e-17
547,1.7969e-31,1.6994e-20,1.7764e-17
547.99,8.2495e-32,9.1391e-21,1.0048e-17
548.97,3.7876e-32,4.911e-21,5.6776e-18
549.99,1.6861e-32,2.5724e-21,3.1325e-18
550.97,7.7116e-33,1.3758e-21,1.7611e-18
551.99,3.4223e-33,7.1764e-22,9.6726e-19
552.97,1.5607e-33,3.823e-22,5.4146e-19
553.99,6.9112e-34,1.9874e-22,2.9625e-19
554.97,3.1431e-34,1.0547e-22,1.6515e-19
555.99,1.3879e-34,5.4617e-23,8.9976e-20
556.98,6.29e-35,2.8859e-23,4.9925e-20
557.99,2.77e-35,1.4889e-23,2.7088e-20
558.98,1.2542e-35,7.8492e-24,1.499e-20
559.99,5.5136e-36,4.0375e-24,8.1059e-21
560.98,2.4884e-36,2.1199e-24,4.466e-21
561.99,1.0903e-36,1.0859e-24,2.4043e-21
562.98,4.9095e-37,5.6827e-25,1.3198e-21
564,2.1444e-37,2.8992e-25,7.0745e-22
